kanjiName,longKanaName,shortKanaName,longRomajiName,shortRomajiName,japaneseDescription,GP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts
伯林 独,たかしげ ひとり,ベルリン,Takashige Hitori,Berurin,[常/つね]に[合理的/ごうりてき]な[考/かんが]え[方/かた]をして　[鉄/てつ]の[意志/いし]で[実行/じっこう]する。,255,255,84,84,84,84,84,84,84
青野 穂高,あおの ほたか,あおの,Aono Hotaka,Aono,[家/いえ]が[青果店/せいかてん]なので　[野菜/やさい]やくだものの[知識/ちしき]が[豊富/ほうふ]。,300,225,99,99,69,79,69,99,79
花園 精児,はなぞの せいじ,はなぞの,Hanazono Seiji,Hanazono,[花/はな]の[精霊/せいれい]と[話/はな]せるらしく[試合中/しあいちゅう]も　とつぜん[会話/かいわ]をはじめる。,240,240,79,89,99,94,79,79,74
船田 光洋,ふなだ みつひろ,ふなだ,Funada Mitsuhiro,Funada,[公園/こうえん]でボートに[乗/の]るのが[好/す]き。でも　[一緒/いっしょ]に[乗/の]る[彼女/かのじょ]はいない。,285,300,79,74,69,79,69,94,99
細田 啓介,ほそだ けいすけ,ほそだ,Hosoda Keisuke,Hosoda,[人/ひと]の[弁護/べんご]をさせたら[天下一品/てんかいっぴん]。[先生/せんせい]ですら　[勝/か]てないという。,240,240,79,89,99,94,79,79,74
映内 正樹,ひでうち まさき,ひでうち,Hideuchi Masaki,Hideuchi,テレビを[見/み]ていないと　おちつかない。[学校/がっこう]でも　ケータイで[見/み]ているとか。,210,210,69,69,69,69,69,69,69
藤波 貴真,ふじなみ たかまさ,ふじなみ,Fujinami Takamasa,Fujinami,[初対面/しょたいめん]では[気/き]むずかしい[印象/いんしょう]があるがつきあってみると　とてもいいヤツ。,240,240,79,74,79,69,99,79,74
花田 誠治,はなだ せいじ,はなだ,Hanada Seiji,Hanada,スタミナがつくので　にんにく[料理/りょうり]を[好/この]んで[食/た]べる。　でも　においが…。,300,225,99,99,69,79,69,99,79
古賀 獅童,こが しどう,こが,Koga Shidou,Koga,[誕生日/たんじょうび]の[人間/にんげん]をさがしてはしきってパーティを[開催/かいさい]してしまう。,255,255,84,84,84,84,84,84,84
埼玉 礼央,さいたま れお,さいたま,Saitama Reo,Saitama,５[月/がつ]でもないのに　[自宅/じたく]にいつも[鯉/こい]のぼりを　[空/そら]たかく[上/あ]げている。,285,300,79,74,69,79,69,94,99
粉川 悦,こながわ のぶ,こながわ,Konagawa Nobu,Konagawa,パスタ[料理/りょうり]が[大好/だいす]きで[自分/じぶん]でメンまで[作/つく]ってしまう。,285,300,79,74,69,79,69,94,99
原沢 耕司,はらさわ こうじ,はらさわ,Harasawa Kouji,Harasawa,[原始時代/げんしじだい]の[生活/せいかつ]にあこがれていて[肉/にく]をたき[火/び]で[焼/や]いて[食/た]べている。,300,225,99,99,69,79,69,99,79
千葉 朗人,ちば ろうと,ちば,Chiba Routo,Chiba,ピーナツが[大好/だいす]きで　どれだけ[食/た]べても[鼻血/はなぢ]は[出/で]ないことを[実験/じっけん]している。,255,255,84,84,84,84,84,84,84
東京 明志,とうきょう あかし,とうきょう,Toukyou Akashi,Toukyou,[自分/じぶん]は[都会/とかい][育/そだ]ちだということを[誇/ほこ]りにしていて　ゴウマンになっている。,255,255,84,84,84,84,84,84,84
臼田 隆太,うすだ りゅうた,うすだ,Usuda Ryuuta,Usuda,[正月/しょうがつ]でなくても　[自宅/じたく]のモチつき[器/き]で[毎日/まいにち]のように　モチをついている。,285,300,79,74,69,79,69,94,99
桂 菊生,かつら きくお,かつら,Katsura Kikuo,Katsura,[週/しゅう]に１[回/かい]は[髪/かみ]を[切/き]りそろえないと[気/き]がすまないというこだわり[派/は]。,210,210,69,69,69,69,69,69,69
大場 充則,おおば みつのり,おおば,Ooba Mitsunori,Ooba,スポーツセンスに[限界/げんかい]を[感/かん]じてチームプレイで[乗/の]りこえるつもり。,300,225,99,99,69,79,69,99,79
沖縄 清志,おきなわ きよし,おきなわ,Okinawa Kiyoshi,Okinawa,[時間/じかん]にルーズで　１[時間/じかん][遅/おく]れもザラ。でも　[本人/ほんにん]は[気/き]にしていない。,210,210,69,69,69,69,69,69,69
棒迫 満,ぼうさこ みつる,ぼうさこ,Bousako Mitsuru,Bousako,パーフェクトを[何度/なんど]も[出/だ]したことがあるというボーリングの[名手/めいしゅ]。,300,225,99,99,69,79,69,99,79
小池 暦,こいけ こよみ,こいけ,Koike Koyomi,Koike,[日本史/にほんし]マニアで　[地元/じもと]の[歴史/れきし]を[調/しら]べては　[年表/ねんぴょう]にまとめている。,255,255,84,84,84,84,84,84,84
針羅 憲史,しんら のりひと,しんら,Shinra Norihito,Shinra,ＣＤではなく　アナログのレコードをコレクションしている。,285,300,79,74,69,79,69,94,99
谷村 刀麻,たにむら とうま,たにむら,Tanimura Touma,Tanimura,[彼女/かのじょ]がサッカーファンだったので[自分/じぶん]もサッカーが[好/す]きになった。,285,300,79,74,69,79,69,94,99
小幡 竜也,おばた たつや,おばた,Obata Tatsuya,Obata,[料理/りょうり]が[大好/だいす]き。　[一流/いちりゅう]シェフになって[店/みせ]を[持/も]つのが[夢/ゆめ]。,300,225,99,99,69,79,69,99,79
極路 大作,きわみち だいさく,きわみち,Kiwamichi Daisaku,Kiwamichi,[感受性/かんじゅせい]がするどすぎて　[感/かん]きわまると[気絶/きぜつ]してしまう。,255,255,84,84,84,84,84,84,84
細径 塁,ほそみち るい,ほそみち,Hosomichi Rui,Hosomichi,[立/た]ち[食/ぐ]いそばが[好/す]きでおこづかいを[全/すべ]てつぎこんでいる。,285,300,79,74,69,79,69,94,99
宮地 弘也,みやち ひろなり,みやち,Miyachi Hironari,Miyachi,[服/ふく]を[作/つく]るため　[気/き]に[入/い]った[布/ぬの]をすぐ[買/か]って[部屋/へや]が[布/ぬの]だらけに。,255,255,84,84,84,84,84,84,84
伊東 真一,いとう しんいち,イトー,Itou Shinichi,Itoo,[見/み]た[目/め]がさびしいものがあるとなんでもペンキでぬってしまう。,255,255,84,84,84,84,84,84,84
美球 丈雄,みたま たけお,みたま,Mitama Takeo,Mitama,パチンコの[玉/たま]が[大好/だいす]きだという[先行/さきゆ]き[不安/ふあん]な[中学生/ちゅうがくせい]。,240,240,79,89,99,94,79,79,74
神奈川 航介,かながわ こうすけ,かながわ,Kanagawa Kousuke,Kanagawa,[港/みなと]が[大好/だいす]きで　[休日/きゅうじつ]は　１[日中/にちじゅう]　[船/ふね]をながめている。,240,240,79,74,79,69,99,79,74
正目 光一,しょうめ こういち,しょうめい,Shoume Kouichi,Shoumei,なんでもライトアップするのが[大好/だいす]き。[応援幕/おうえんまく]までライトアップしている。,300,225,99,99,69,79,69,99,79
小平 暖,こひら だん,こひら,Kohira Dan,Kohira,[冬/ふゆ]にだんろのある[生活/せいかつ]が[好/す]き。サンタがここから[来/く]ると[信/しん]じている。,210,210,69,69,69,69,69,69,69
ヒロシ ドット,ひろし どっと,ヒロシ,Hiroshi Dotto,Hiroshi,[音楽/おんがく]を[愛/あい]するチョイ[悪/わる][小僧/こぞう]。なぜか　よく[人/ひと][違/ちが]いされるらしい。,240,240,79,74,79,69,99,79,74
小木 徹,おぎ とおる,おぎ,Ogi Tooru,Ogi,[電気/でんき]がきらいと[言/い]いはりロウソクで[生活/せいかつ]している。,210,210,69,69,69,69,69,69,69
長山 赤彦,ながやま あかひこ,あかひこ,Nagayama Akahiko,Akahiko,[機械/きかい]に[強/つよ]く　[腕時計/うでどけい]ですら[自分/じぶん]で[直/なお]すことができる。,285,300,79,74,69,79,69,94,99
録田 寛治,ろくた かんじ,ろくた,Rokuta Kanji,Rokuta,[記録/きろく]マニア。　[小型/こがた]のデジカメとともに[町中/まちじゅう]を[飛/と]び[回/まわ]っている。,285,300,79,74,69,79,69,94,99
声野 亮介,こえの りょうすけ,こえの,Koeno Ryousuke,Koeno,ふしぎな[声/こえ]にみちびかれてバスケを[始/はじ]めた。　[声/こえ]の[正体/しょうたい]は　いまだナゾ。,285,300,79,74,69,79,69,94,99
五十嵐 明,いがらし あきら,いがらし,Igarashi Akira,Igarashi,パン[作/つく]りが[好/す]きで　[昼/ひる][休/やす]みには[個人/こじん][的/てき]に[販売/はんばい]している。,300,225,99,99,69,79,69,99,79
警固 鉄洋,けご てつひろ,けご,Kego Tetsuhiro,Kego,[町/まち]の[子/こ]どもたちを[守/まも]るため　[仲間/なかま]とチームを[作/つく]ってパトロールをしている。,255,255,84,84,84,84,84,84,84
吹石 光太郎,ふきいし こうたろう,ふきいし,Fukiishi Koutarou,Fukiishi,[小/ちい]さいころから　[親/おや]の[特訓/とっくん]を[受/う]け　[逆/ぎゃく]にサッカーがきらいに。,240,240,79,89,99,94,79,79,74
大丹羽 魁士,おおにわ かいし,おおにわ,Ooniwa Kaishi,Ooniwa,[家/いえ]に[大/おお]きな[庭/にわ]があるが　[手/て][入/い]れをする[本人/ほんにん]は[大変/たいへん]そう。,300,225,99,99,69,79,69,99,79
大阪 奈央彦,おおさか なおひこ,おおさか,Oosaka Naohiko,Oosaka,[大阪/おおさか][生/う]まれなのに　ボケもツッコミもできないので　[誰/だれ]も[信/しん]じてくれない。,300,225,99,99,69,79,69,99,79
梶原 朝夫,かじわら あさお,かじわら,Kajiwara Asao,Kajiwara,スポーツマンガの[魔球/まきゅう]を[研究/けんきゅう]してサッカーに[使/つか]おうと[考/かんが]えている。,210,210,69,69,69,69,69,69,69
柔 光良,やわら てるよし,やわら,Yawara Teruyoshi,Yawara,[柔道/じゅうどう]を[習/なら]っており　[家/いえ]に[入/はい]ったドロボウを　[投/な]げ[飛/と]ばしたことも。,300,225,99,99,69,79,69,99,79
京都 倭一,きょうと わいち,きょうと,Kyouto Waichi,Kyouto,[伝統/でんとう]にやたらこだわると[思/おも]えば[新/あたら]しいものも[好/す]きという１[面/めん]も。,240,240,79,74,79,69,99,79,74
三重 泰輔,みえ たいすけ,みえ,Mie Taisuke,Mie,[伊勢/いせ]エビと[国産牛/こくさんぎゅう]が[大好/だいす]きだけど　[高/たか]くてなかなか[食/た]べられない。,300,225,99,99,69,79,69,99,79
吉野 大,よしの まさる,よしの,Yoshino Masaru,Yoshino,イベントの[司会/しかい]にひっぱりだこ。だが[自分/じぶん]はイベントに[参加/さんか]できない。,240,240,79,89,99,94,79,79,74
横田 ケンイチ,よこた けんいち,よこた,Yokota Kenichi,Yokota,とにかく[大/おお]メシ[喰/く]らいなのに　[勉強/べんきょう]もスポーツもしない　なまけもの。,300,225,99,99,69,79,69,99,79
縦 演明,たて のぶあき,たて,Tate Nobuaki,Tate,[殺陣/たて]にあこがれていて　[校内/こうない]でも[木刀/ぼくとう]をふり[回/まわ]している。,240,240,79,89,99,94,79,79,74
界戸 瞬,かいと しゅん,しゅん,Kaito Shun,Shun,[中学生/ちゅうがくせい]でありながら[実/じつ]は[町/まち]を[騒/さわ]がせている[怪盗/かいとう]。,240,240,79,74,79,69,99,79,74
末久 朗,すえひさ ろう,すえひさ,Suehisa Rou,Suehisa,[卵/たまご][料理/りょうり]が[大好/だいす]きで　３[食/しょく]とも[卵/たまご]でないと[安心/あんしん]できない。,255,255,84,84,84,84,84,84,84
真爪 雅彦,まづめ まさひこ,まづめ,Mazume Masahiko,Mazume,[男/おとこ]のくせにネイルアートをしていて　[試合/しあい][中/ちゅう]　はげないか[気/き]にしている。,240,240,79,74,79,69,99,79,74
筋原 俊二,すじはら しゅんじ,すじはら,Sujihara Shunji,Sujihara,[筋肉/きんにく]を[鍛/きた]えているボディビルダー。でも　すぐ[服/ふく]を[脱/ぬ]ぐのはやめてほしい。,300,225,99,99,69,79,69,99,79
神田 基祐,かんだ きすけ,かんだ,Kanda Kisuke,Kanda,[忍者/にんじゃ]にあこがれ　トランプをしゅりけんのように[投/な]げる。,240,240,79,74,79,69,99,79,74
円輪 豊,まるわ ゆたか,まるわ,Maruwa Yutaka,Maruwa,ドーナッツが[大好物/だいこうぶつ]で　[毎日/まいにち]おやつに[食/た]べているので　どんどん[太/ふと]っている。,300,225,99,99,69,79,69,99,79
森林 進,もりばやし すすむ,もりばやし,Moribayashi Susumu,Moribayashi,[休/やす]みの[日/ひ]にお[父/とう]さんと[一緒/いっしょ]にログハウスをコツコツと[作/つく]っている。,255,255,84,84,84,84,84,84,84
若井 哲平,わかい てっぺい,てっぺい,Wakai Teppei,Teppei,[世界/せかい]の[民族衣装/みんぞくいしょう]を[集/あつ]めるのはいいけど　そのまま[出/で]かけるのは…。,210,210,69,69,69,69,69,69,69
古文 次元,ふるふみ じげん,ふるふみ,Furufumi Jigen,Furufumi,[魔法/まほう]が[使/つか]いたいと　[真剣/しんけん]に[古文書/こもんじょ]などを[読/よ]みあさっている。,240,240,79,89,99,94,79,79,74
舞鶴 浩正,まいづる ひろまさ,まいづる,Maizuru Hiromasa,Maizuru,バレエダンスを[習/なら]っていて[海外/かいがい]のバレエ[団/だん]に[入/はい]るのが[夢/ゆめ]。,255,255,84,84,84,84,84,84,84
橘 フミヤ,たちばな ふみや,たちばな,Tachibana Fumiya,Tachibana,ＴＶやラジオへのおたよりを[絵/え][入/い]りＦＡＸで　[送/おく]るのが[趣味/しゅみ]。,255,255,84,84,84,84,84,84,84
若杉 洋,わかすぎ よう,わかすぎ,Wakasugi You,Wakasugi,ハンバーグやオムレツといった　[昔/むかし]ながらの[洋食/ようしょく]が[大好/だいす]き。,300,225,99,99,69,79,69,99,79
塩田 道之介,しおた みちのすけ,しおた,Shiota Michinosuke,Shiota,いろんな[道路/どうろ]の[写真/しゃしん]をとるのが[趣味/しゅみ]。[国道/こくどう]をぜんぶとるのが[夢/ゆめ]。,255,255,84,84,84,84,84,84,84
外山 大樹,そとやま ひろき,そとやま,Sotoyama Hiroki,Sotoyama,ネクタイの[結/むす]び[方/かた]にくわしいが[中学生/ちゅうがくせい]では[活用/かつよう]の[場/ば]がない。,255,255,84,84,84,84,84,84,84
西谷 研二,にしや けんじ,にしや,Nishiya Kenji,Nishiya,エリートを[育成/いくせい]するスパルタ[学校/がっこう]から[逃/に]げるように[転校/てんこう]してきた。,240,240,79,89,99,94,79,79,74
池州 宗彦,いけす むねひこ,いけす,Ikesu Munehiko,Ikesu,[自宅/じたく]の[池/いけ]を　いけす[代/か]わりにして[魚/さかな]を[育/そだ]てている。,285,300,79,74,69,79,69,94,99
請川 渡志,うけがわ わたし,うけがわ,Ukegawa Watashi,Ukegawa,マルチタレントにあこがれていて[芸/げい]をみんなに[見/み]せているが　[全然/ぜんぜん]ウケない。,210,210,69,69,69,69,69,69,69
早津 愛輝,はやつ あいき,はやつ,Hayatsu Aiki,Hayatsu,タロット[占/うらな]いを[信/しん]じていて　[運勢/うんせい]が[悪/わる]いと　[試合/しあい]に[出/で]たがらない。,240,240,79,89,99,94,79,79,74
角 努,すみ つとむ,すみ,Sumi Tsutomu,Sumi,キャンプファイアが[大好/だいす]きで　[場所/ばしょ]を[考/かんが]えずに　すぐたき[火/び]をしてしまう。,300,225,99,99,69,79,69,99,79
中館 ヒロ,なかだて ひろ,なかだて,Nakadate Hiro,Nakadate,ファミレスでいつもコーヒー１[杯/ぱい]でねばって[本/ほん]を[読/よ]んでいる。,285,300,79,74,69,79,69,94,99
